previous,,,,,next
12|12.19|12.42|12.53|12.65,,,,,2
12.19|12.42|12.53|12.65|13.23,,,,,2
12.42|12.53|12.65|13.23|13.46,,,,,3
12.53|12.65|13.23|13.46|14.59,,,,,3
12.65|13.23|13.46|14.59|14.11,,,,,2
13.23|13.46|14.59|14.11|13.89,,,,,3
13.46|14.59|14.11|13.89|14.63,,,,,3
14.59|14.11|13.89|14.63|14.69,,,,,3
14.11|13.89|14.63|14.69|14.94,,,,,3
13.89|14.63|14.69|14.94|15.59,,,,,3
14.63|14.69|14.94|15.59|16.13,,,,,3
14.69|14.94|15.59|16.13|15.37,,,,,4
14.94|15.59|16.13|15.37|16.8,,,,,3
15.59|16.13|15.37|16.8|14.47,,,,,3
16.13|15.37|16.8|14.47|14.56,,,,,3
15.37|16.8|14.47|14.56|14.78,,,,,4
16.8|14.47|14.56|14.78|16.38,,,,,4
14.47|14.56|14.78|16.38|16.63,,,,,4
14.56|14.78|16.38|16.63|16.72,,,,,4
14.78|16.38|16.63|16.72|17.04,,,,,4
16.38|16.63|16.72|17.04|16.72,,,,,4
16.63|16.72|17.04|16.72|16.67,,,,,3
16.72|17.04|16.72|16.67|16.1,,,,,4
17.04|16.72|16.67|16.1|16.56,,,,,4
16.72|16.67|16.1|16.56|16.49,,,,,5
16.67|16.1|16.56|16.49|20.7,,,,,5
16.1|16.56|16.49|20.7|19.4,,,,,5
16.56|16.49|20.7|19.4|19.09,,,,,4
16.49|20.7|19.4|19.09|18.13,,,,,4
20.7|19.4|19.09|18.13|16.93,,,,,4
19.4|19.09|18.13|16.93|16.54,,,,,4
19.09|18.13|16.93|16.54|17.31,,,,,4
18.13|16.93|16.54|17.31|18.35,,,,,4
16.93|16.54|17.31|18.35|18.66,,,,,4
16.54|17.31|18.35|18.66|17.74,,,,,4
17.31|18.35|18.66|17.74|17.05,,,,,4
18.35|18.66|17.74|17.05|17.84,,,,,4
18.66|17.74|17.05|17.84|17.8,,,,,4
17.74|17.05|17.84|17.8|17.89,,,,,4
17.05|17.84|17.8|17.89|18.16,,,,,5
17.84|17.8|17.89|18.16|18.88,,,,,4
17.8|17.89|18.16|18.88|17.9,,,,,4
17.89|18.16|18.88|17.9|16.45,,,,,4
18.16|18.88|17.9|16.45|16.33,,,,,3
18.88|17.9|16.45|16.33|16.18,,,,,5
17.9|16.45|16.33|16.18|18.72,,,,,4
16.45|16.33|16.18|18.72|17.32,,,,,5
16.33|16.18|18.72|17.32|20.22,,,,,5
16.18|18.72|17.32|20.22|19.65,,,,,4
18.72|17.32|20.22|19.65|17.38,,,,,4
17.32|20.22|19.65|17.38|16.83,,,,,4
20.22|19.65|17.38|16.83|16.45,,,,,4
19.65|17.38|16.83|16.45|17.07,,,,,4
17.38|16.83|16.45|17.07|16.41,,,,,3
16.83|16.45|17.07|16.41|15.12,,,,,3
16.45|17.07|16.41|15.12|15.38,,,,,3
17.07|16.41|15.12|15.38|15.01,,,,,3
16.41|15.12|15.38|15.01|14.91,,,,,3
15.12|15.38|15.01|14.91|14.72,,,,,3
15.38|15.01|14.91|14.72|14.75,,,,,3
15.01|14.91|14.72|14.75|15.45,,,,,3
14.91|14.72|14.75|15.45|15.83,,,,,3
14.72|14.75|15.45|15.83|16.07,,,,,4
14.75|15.45|15.83|16.07|18.62,,,,,4
15.45|15.83|16.07|18.62|16.7,,,,,4
15.83|16.07|18.62|16.7|16.92,,,,,4
16.07|18.62|16.7|16.92|16.87,,,,,3
18.62|16.7|16.92|16.87|15.78,,,,,4
16.7|16.92|16.87|15.78|16.99,,,,,3
16.92|16.87|15.78|16.99|15.61,,,,,3
16.87|15.78|16.99|15.61|15.16,,,,,3
15.78|16.99|15.61|15.16|14.9,,,,,3
16.99|15.61|15.16|14.9|15.59,,,,,3
15.61|15.16|14.9|15.59|15.71,,,,,3
15.16|14.9|15.59|15.71|15.13,,,,,3
14.9|15.59|15.71|15.13|15.8,,,,,3
15.59|15.71|15.13|15.8|16,,,,,3
15.71|15.13|15.8|16|15.5,,,,,3
15.13|15.8|16|15.5|16.17,,,,,3
15.8|16|15.5|16.17|15.54,,,,,4
16|15.5|16.17|15.54|16.92,,,,,4
15.5|16.17|15.54|16.92|17.15,,,,,3
16.17|15.54|16.92|17.15|16.02,,,,,3
15.54|16.92|17.15|16.02|16.07,,,,,4
16.92|17.15|16.02|16.07|16.86,,,,,3
17.15|16.02|16.07|16.86|16.18,,,,,3
16.02|16.07|16.86|16.18|16.04,,,,,4
16.07|16.86|16.18|16.04|16.84,,,,,3
16.86|16.18|16.04|16.84|16.1,,,,,4
16.18|16.04|16.84|16.1|16.78,,,,,4
16.04|16.84|16.1|16.78|16.68,,,,,4
16.84|16.1|16.78|16.68|17,,,,,4
16.1|16.78|16.68|17|17.12,,,,,4
16.78|16.68|17|17.12|18.64,,,,,4
16.68|17|17.12|18.64|17.46,,,,,4
17|17.12|18.64|17.46|17.45,,,,,4
17.12|18.64|17.46|17.45|17.54,,,,,4
18.64|17.46|17.45|17.54|16.97,,,,,3
17.46|17.45|17.54|16.97|15.8,,,,,3
17.45|17.54|16.97|15.8|15.91,,,,,3
17.54|16.97|15.8|15.91|15.43,,,,,3
16.97|15.8|15.91|15.43|15.23,,,,,3
15.8|15.91|15.43|15.23|14.19,,,,,2
15.91|15.43|15.23|14.19|13.68,,,,,2
15.43|15.23|14.19|13.68|13.78,,,,,3
15.23|14.19|13.68|13.78|14.19,,,,,3
14.19|13.68|13.78|14.19|14.21,,,,,3
13.68|13.78|14.19|14.21|16.09,,,,,4
13.78|14.19|14.21|16.09|16.42,,,,,3
14.19|14.21|16.09|16.42|15.49,,,,,3
14.21|16.09|16.42|15.49|15.51,,,,,4
16.09|16.42|15.49|15.51|17.81,,,,,4
16.42|15.49|15.51|17.81|17.09,,,,,5
15.49|15.51|17.81|17.09|20.11,,,,,5
15.51|17.81|17.09|20.11|20.1,,,,,5
17.81|17.09|20.11|20.1|19.22,,,,,4
17.09|20.11|20.1|19.22|17.93,,,,,4
20.11|20.1|19.22|17.93|17.26,,,,,5
20.1|19.22|17.93|17.26|20.41,,,,,5
19.22|17.93|17.26|20.41|21.55,,,,,5
17.93|17.26|20.41|21.55|21.44,,,,,5
17.26|20.41|21.55|21.44|19.39,,,,,4
20.41|21.55|21.44|19.39|17.45,,,,,5
21.55|21.44|19.39|17.45|20.09,,,,,5
21.44|19.39|17.45|20.09|20.53,,,,,5
19.39|17.45|20.09|20.53|19.46,,,,,5
17.45|20.09|20.53|19.46|18.76,,,,,3
20.09|20.53|19.46|18.76|16.19,,,,,4
20.53|19.46|18.76|16.19|17.36,,,,,4
19.46|18.76|16.19|17.36|16.93,,,,,4
18.76|16.19|17.36|16.93|16.24,,,,,3
16.19|17.36|16.93|16.24|16.04,,,,,3
17.36|16.93|16.24|16.04|15.77,,,,,3
16.93|16.24|16.04|15.77|15.57,,,,,4
16.24|16.04|15.77|15.57|16.41,,,,,3
16.04|15.77|15.57|16.41|15.96,,,,,3
15.77|15.57|16.41|15.96|15.46,,,,,3
15.57|16.41|15.96|15.46|14.81,,,,,3
16.41|15.96|15.46|14.81|15.27,,,,,3
15.96|15.46|14.81|15.27|14.73,,,,,3
15.46|14.81|15.27|14.73|14.52,,,,,2
14.81|15.27|14.73|14.52|13.71,,,,,3
15.27|14.73|14.52|13.71|14.18,,,,,3
14.73|14.52|13.71|14.18|15.38,,,,,3
14.52|13.71|14.18|15.38|15.11,,,,,3
13.71|14.18|15.38|15.11|15.1,,,,,3
14.18|15.38|15.11|15.1|16.22,,,,,4
15.38|15.11|15.1|16.22|17.01,,,,,4
15.11|15.1|16.22|17.01|18.47,,,,,4
15.1|16.22|17.01|18.47|18.64,,,,,5
16.22|17.01|18.47|18.64|20.51,,,,,4
17.01|18.47|18.64|20.51|17.1,,,,,4
18.47|18.64|20.51|17.1|16.36,,,,,4
18.64|20.51|17.1|16.36|16.25,,,,,3
20.51|17.1|16.36|16.25|16.06,,,,,3
17.1|16.36|16.25|16.06|15.97,,,,,3
16.36|16.25|16.06|15.97|15.2,,,,,3
16.25|16.06|15.97|15.2|15.43,,,,,3
16.06|15.97|15.2|15.43|15.74,,,,,3
15.97|15.2|15.43|15.74|15.86,,,,,3
15.2|15.43|15.74|15.86|16.03,,,,,3
15.43|15.74|15.86|16.03|15.65,,,,,4
15.74|15.86|16.03|15.65|16.46,,,,,4
15.86|16.03|15.65|16.46|16.45,,,,,3
16.03|15.65|16.46|16.45|16.22,,,,,3
15.65|16.46|16.45|16.22|16.11,,,,,3
16.46|16.45|16.22|16.11|16.1,,,,,4
16.45|16.22|16.11|16.1|16.95,,,,,4
16.22|16.11|16.1|16.95|17.05,,,,,4
16.11|16.1|16.95|17.05|16.78,,,,,4
16.1|16.95|17.05|16.78|16.77,,,,,3
16.95|17.05|16.78|16.77|14.8,,,,,3
17.05|16.78|16.77|14.8|15.11,,,,,3
16.78|16.77|14.8|15.11|15.58,,,,,3
16.77|14.8|15.11|15.58|16.09,,,,,4
14.8|15.11|15.58|16.09|16.26,,,,,3
15.11|15.58|16.09|16.26|15.07,,,,,3
15.58|16.09|16.26|15.07|15.13,,,,,3
16.09|16.26|15.07|15.13|15.83,,,,,3
16.26|15.07|15.13|15.83|15.6,,,,,3
15.07|15.13|15.83|15.6|15.41,,,,,3
15.13|15.83|15.6|15.41|15.08,,,,,3
15.83|15.6|15.41|15.08|15.98,,,,,4
15.6|15.41|15.08|15.98|16.4,,,,,4
15.41|15.08|15.98|16.4|16.45,,,,,4
15.08|15.98|16.4|16.45|16.89,,,,,4
15.98|16.4|16.45|16.89|17.29,,,,,4
16.4|16.45|16.89|17.29|18.34,,,,,4
16.45|16.89|17.29|18.34|18.28,,,,,4
16.89|17.29|18.34|18.28|18.48,,,,,4
17.29|18.34|18.28|18.48|18.11,,,,,4
18.34|18.28|18.48|18.11|17.89,,,,,4
18.28|18.48|18.11|17.89|18.04,,,,,4
18.48|18.11|17.89|18.04|17.65,,,,,4
18.11|17.89|18.04|17.65|16.97,,,,,4
17.89|18.04|17.65|16.97|17.21,,,,,3
18.04|17.65|16.97|17.21|15.78,,,,,2
17.65|16.97|17.21|15.78|14.04,,,,,3
16.97|17.21|15.78|14.04|15.36,,,,,3
17.21|15.78|14.04|15.36|14.89,,,,,2
15.78|14.04|15.36|14.89|13.79,,,,,3
14.04|15.36|14.89|13.79|14.36,,,,,3
15.36|14.89|13.79|14.36|15.12,,,,,3
14.89|13.79|14.36|15.12|15.23,,,,,3
13.79|14.36|15.12|15.23|15.94,,,,,3
14.36|15.12|15.23|15.94|15.77,,,,,3
15.12|15.23|15.94|15.77|14.92,,,,,3
15.23|15.94|15.77|14.92|15.91,,,,,4
15.94|15.77|14.92|15.91|16.97,,,,,4
15.77|14.92|15.91|16.97|16.96,,,,,4
14.92|15.91|16.97|16.96|17.14,,,,,4
15.91|16.97|16.96|17.14|17.93,,,,,5
16.97|16.96|17.14|17.93|18.68,,,,,4
16.96|17.14|17.93|18.68|17.93,,,,,4
17.14|17.93|18.68|17.93|18.14,,,,,5
17.93|18.68|17.93|18.14|18.82,,,,,4
18.68|17.93|18.14|18.82|17.75,,,,,4
17.93|18.14|18.82|17.75|17.88,,,,,5
18.14|18.82|17.75|17.88|19.68,,,,,5
18.82|17.75|17.88|19.68|20.45,,,,,5
17.75|17.88|19.68|20.45|21.09,,,,,6
17.88|19.68|20.45|21.09|21.99,,,,,5
19.68|20.45|21.09|21.99|20.77,,,,,5
20.45|21.09|21.99|20.77|19.42,,,,,5
21.09|21.99|20.77|19.42|18.77,,,,,5
21.99|20.77|19.42|18.77|18.85,,,,,5
20.77|19.42|18.77|18.85|19.5,,,,,5
19.42|18.77|18.85|19.5|18.68,,,,,4
18.77|18.85|19.5|18.68|18.59,,,,,5
18.85|19.5|18.68|18.59|19.13,,,,,5
19.5|18.68|18.59|19.13|19.51,,,,,5
18.68|18.59|19.13|19.51|20.92,,,,,5
18.59|19.13|19.51|20.92|21.14,,,,,5
19.13|19.51|20.92|21.14|19.13,,,,,5
19.51|20.92|21.14|19.13|19.89,,,,,5
20.92|21.14|19.13|19.89|19.35,,,,,5
21.14|19.13|19.89|19.35|20.24,,,,,5
19.13|19.89|19.35|20.24|20.91,,,,,5
19.89|19.35|20.24|20.91|19.63,,,,,5
19.35|20.24|20.91|19.63|19.84,,,,,5
20.24|20.91|19.63|19.84|19.27,,,,,5
20.91|19.63|19.84|19.27|19.4,,,,,5
19.63|19.84|19.27|19.4|19.61,,,,,4
19.84|19.27|19.4|19.61|18.63,,,,,4
19.27|19.4|19.61|18.63|18.6,,,,,4
19.4|19.61|18.63|18.6|17.81,,,,,4
19.61|18.63|18.6|17.81|17.09,,,,,4
18.63|18.6|17.81|17.09|18.47,,,,,5
18.6|17.81|17.09|18.47|19.33,,,,,5
17.81|17.09|18.47|19.33|20.16,,,,,5
17.09|18.47|19.33|20.16|20.74,,,,,5
18.47|19.33|20.16|20.74|20.23,,,,,5
19.33|20.16|20.74|20.23|19.47,,,,,5
20.16|20.74|20.23|19.47|19.58,,,,,5
20.74|20.23|19.47|19.58|19.43,,,,,5
20.23|19.47|19.58|19.43|21.06,,,,,5
19.47|19.58|19.43|21.06|20.16,,,,,5
19.58|19.43|21.06|20.16|18.9,,,,,5
19.43|21.06|20.16|18.9|20.65,,,,,5
21.06|20.16|18.9|20.65|19.97,,,,,5
20.16|18.9|20.65|19.97|19.48,,,,,5
18.9|20.65|19.97|19.48|19.23,,,,,5
20.65|19.97|19.48|19.23|19.18,,,,,5
19.97|19.48|19.23|19.18|19.7,,,,,5
19.48|19.23|19.18|19.7|20.61,,,,,5
19.23|19.18|19.7|20.61|21.41,,,,,5
19.18|19.7|20.61|21.41|20.55,,,,,5
19.7|20.61|21.41|20.55|19.84,,,,,5
20.61|21.41|20.55|19.84|19.98,,,,,5
21.41|20.55|19.84|19.98|20.74,,,,,5
20.55|19.84|19.98|20.74|21.08,,,,,5
19.84|19.98|20.74|21.08|21.1,,,,,5
19.98|20.74|21.08|21.1|20.89,,,,,5
20.74|21.08|21.1|20.89|20.62,,,,,5
21.08|21.1|20.89|20.62|19.49,,,,,5
21.1|20.89|20.62|19.49|20.48,,,,,5
20.89|20.62|19.49|20.48|19.32,,,,,5
20.62|19.49|20.48|19.32|19,,,,,5
19.49|20.48|19.32|19|19.25,,,,,5
20.48|19.32|19|19.25|19.61,,,,,5
19.32|19|19.25|19.61|19.79,,,,,5
19|19.25|19.61|19.79|19.81,,,,,5
19.25|19.61|19.79|19.81|20.95,,,,,5
19.61|19.79|19.81|20.95|21.26,,,,,6
19.79|19.81|20.95|21.26|21.74,,,,,5
19.81|20.95|21.26|21.74|21.22,,,,,5
20.95|21.26|21.74|21.22|19.69,,,,,5
21.26|21.74|21.22|19.69|20.06,,,,,5
21.74|21.22|19.69|20.06|19.26,,,,,4
21.22|19.69|20.06|19.26|18.32,,,,,5
19.69|20.06|19.26|18.32|20.5,,,,,6
20.06|19.26|18.32|20.5|22.14,,,,,5
19.26|18.32|20.5|22.14|20.84,,,,,5
18.32|20.5|22.14|20.84|21.3,,,,,5
20.5|22.14|20.84|21.3|21.19,,,,,5
22.14|20.84|21.3|21.19|19.23,,,,,4
20.84|21.3|21.19|19.23|18.51,,,,,4
21.3|21.19|19.23|18.51|18.44,,,,,4
21.19|19.23|18.51|18.44|18.56,,,,,5
19.23|18.51|18.44|18.56|19.01,,,,,5
18.51|18.44|18.56|19.01|19.76,,,,,5
18.44|18.56|19.01|19.76|19.09,,,,,4
18.56|19.01|19.76|19.09|18.25,,,,,4
19.01|19.76|19.09|18.25|17.64,,,,,5
19.76|19.09|18.25|17.64|18.71,,,,,5
19.09|18.25|17.64|18.71|18.75,,,,,5
18.25|17.64|18.71|18.75|20.1,,,,,5
17.64|18.71|18.75|20.1|19.52,,,,,5
18.71|18.75|20.1|19.52|20.48,,,,,5
18.75|20.1|19.52|20.48|20.83,,,,,5
20.1|19.52|20.48|20.83|21.15,,,,,5
19.52|20.48|20.83|21.15|21.34,,,,,5
20.48|20.83|21.15|21.34|19.81,,,,,5
20.83|21.15|21.34|19.81|20.06,,,,,5
21.15|21.34|19.81|20.06|19.87,,,,,4
21.34|19.81|20.06|19.87|17.51,,,,,5
19.81|20.06|19.87|17.51|20.13,,,,,5
20.06|19.87|17.51|20.13|20.85,,,,,5
19.87|17.51|20.13|20.85|21.34,,,,,5
17.51|20.13|20.85|21.34|21.26,,,,,5
20.13|20.85|21.34|21.26|20.11,,,,,5
20.85|21.34|21.26|20.11|20.25,,,,,5
21.34|21.26|20.11|20.25|20.81,,,,,5
21.26|20.11|20.25|20.81|21.09,,,,,5
20.11|20.25|20.81|21.09|19.91,,,,,5
20.25|20.81|21.09|19.91|21.57,,,,,5
20.81|21.09|19.91|21.57|21.48,,,,,5
21.09|19.91|21.57|21.48|19.26,,,,,5
19.91|21.57|21.48|19.26|19.28,,,,,5
21.57|21.48|19.26|19.28|18.77,,,,,4
21.48|19.26|19.28|18.77|18.08,,,,,5
19.26|19.28|18.77|18.08|19.36,,,,,5
19.28|18.77|18.08|19.36|19.28,,,,,5
18.77|18.08|19.36|19.28|19.02,,,,,5
18.08|19.36|19.28|19.02|19.19,,,,,5
19.36|19.28|19.02|19.19|20.85,,,,,5
19.28|19.02|19.19|20.85|20.01,,,,,5
19.02|19.19|20.85|20.01|20.1,,,,,5
19.19|20.85|20.01|20.1|20.36,,,,,5
20.85|20.01|20.1|20.36|18.94,,,,,5
20.01|20.1|20.36|18.94|19.46,,,,,5
20.1|20.36|18.94|19.46|19.04,,,,,5
20.36|18.94|19.46|19.04|18.85,,,,,4
18.94|19.46|19.04|18.85|18.51,,,,,5
19.46|19.04|18.85|18.51|19.27,,,,,5
19.04|18.85|18.51|19.27|19.77,,,,,5
18.85|18.51|19.27|19.77|20.17,,,,,5
18.51|19.27|19.77|20.17|20.45,,,,,5
19.27|19.77|20.17|20.45|20.1,,,,,5
19.77|20.17|20.45|20.1|20.2,,,,,5
20.17|20.45|20.1|20.2|21.19,,,,,5
20.45|20.1|20.2|21.19|20.74,,,,,5
20.1|20.2|21.19|20.74|21.5,,,,,6
20.2|21.19|20.74|21.5|21.82,,,,,5
21.19|20.74|21.5|21.82|21.22,,,,,5
20.74|21.5|21.82|21.22|21.53,,,,,5
21.5|21.82|21.22|21.53|21,,,,,5
21.82|21.22|21.53|21|19.7,,,,,4
21.22|21.53|21|19.7|17.82,,,,,5
21.53|21|19.7|17.82|19.13,,,,,5
21|19.7|17.82|19.13|18.76,,,,,5
19.7|17.82|19.13|18.76|20.4,,,,,5
17.82|19.13|18.76|20.4|19.92,,,,,5
19.13|18.76|20.4|19.92|19.06,,,,,5
18.76|20.4|19.92|19.06|19.58,,,,,5
20.4|19.92|19.06|19.58|19,,,,,5
19.92|19.06|19.58|19|19.36,,,,,5
19.06|19.58|19|19.36|20.54,,,,,6
19.58|19|19.36|20.54|22.28,,,,,6
19|19.36|20.54|22.28|23.51,,,,,6
19.36|20.54|22.28|23.51|21.77,,,,,5
20.54|22.28|23.51|21.77|21.3,,,,,5
22.28|23.51|21.77|21.3|20.96,,,,,5
23.51|21.77|21.3|20.96|20.82,,,,,6
21.77|21.3|20.96|20.82|21.84,,,,,6
21.3|20.96|20.82|21.84|22.02,,,,,5
20.96|20.82|21.84|22.02|21.39,,,,,5
20.82|21.84|22.02|21.39|21.48,,,,,6
21.84|22.02|21.39|21.48|22.29,,,,,6
22.02|21.39|21.48|22.29|21.94,,,,,5
21.39|21.48|22.29|21.94|20.64,,,,,5
21.48|22.29|21.94|20.64|20.05,,,,,5
22.29|21.94|20.64|20.05|19.77,,,,,6
21.94|20.64|20.05|19.77|22.46,,,,,6
20.64|20.05|19.77|22.46|22.77,,,,,6
20.05|19.77|22.46|22.77|23.75,,,,,6
19.77|22.46|22.77|23.75|24.52,,,,,6
22.46|22.77|23.75|24.52|23.11,,,,,6
22.77|23.75|24.52|23.11|24.45,,,,,6
23.75|24.52|23.11|24.45|24.37,,,,,6
24.52|23.11|24.45|24.37|22.64,,,,,5
23.11|24.45|24.37|22.64|21.09,,,,,6
24.45|24.37|22.64|21.09|23.83,,,,,6
24.37|22.64|21.09|23.83|24.74,,,,,6
22.64|21.09|23.83|24.74|24.1,,,,,6
21.09|23.83|24.74|24.1|24.73,,,,,6
23.83|24.74|24.1|24.73|24.26,,,,,6
24.74|24.1|24.73|24.26|24.51,,,,,6
24.1|24.73|24.26|24.51|24.76,,,,,6
24.73|24.26|24.51|24.76|24.53,,,,,6
24.26|24.51|24.76|24.53|24.95,,,,,6
24.51|24.76|24.53|24.95|25.27,,,,,6
24.76|24.53|24.95|25.27|24.31,,,,,6
24.53|24.95|25.27|24.31|24.4,,,,,6
24.95|25.27|24.31|24.4|23.89,,,,,6
25.27|24.31|24.4|23.89|24.64,,,,,7
24.31|24.4|23.89|24.64|25.99,,,,,6
24.4|23.89|24.64|25.99|25.17,,,,,6
23.89|24.64|25.99|25.17|25.74,,,,,6
24.64|25.99|25.17|25.74|23.77,,,,,6
25.99|25.17|25.74|23.77|24.1,,,,,6
25.17|25.74|23.77|24.1|23.48,,,,,6
25.74|23.77|24.1|23.48|22.74,,,,,6
23.77|24.1|23.48|22.74|22.08,,,,,6
24.1|23.48|22.74|22.08|22,,,,,6
23.48|22.74|22.08|22|22.64,,,,,6
22.74|22.08|22|22.64|22.96,,,,,6
22.08|22|22.64|22.96|22.26,,,,,6
22|22.64|22.96|22.26|22.23,,,,,6
22.64|22.96|22.26|22.23|22.91,,,,,6
22.96|22.26|22.23|22.91|22.32,,,,,6
22.26|22.23|22.91|22.32|22.27,,,,,5
22.23|22.91|22.32|22.27|21.54,,,,,5
22.91|22.32|22.27|21.54|21.61,,,,,5
22.32|22.27|21.54|21.61|20.29,,,,,5
22.27|21.54|21.61|20.29|20.77,,,,,6
21.54|21.61|20.29|20.77|22.31,,,,,5
21.61|20.29|20.77|22.31|19.75,,,,,5
20.29|20.77|22.31|19.75|20.26,,,,,5
20.77|22.31|19.75|20.26|19.99,,,,,5
22.31|19.75|20.26|19.99|20.05,,,,,5
19.75|20.26|19.99|20.05|20.53,,,,,6
20.26|19.99|20.05|20.53|21.69,,,,,5
19.99|20.05|20.53|21.69|20.72,,,,,5
20.05|20.53|21.69|20.72|19.53,,,,,5
20.53|21.69|20.72|19.53|19.86,,,,,6
21.69|20.72|19.53|19.86|22.99,,,,,6
20.72|19.53|19.86|22.99|23.17,,,,,7
19.53|19.86|22.99|23.17|31.12,,,,,7
19.86|22.99|23.17|31.12|31.22,,,,,7
22.99|23.17|31.12|31.22|33.75,,,,,7
23.17|31.12|31.22|33.75|38.2,,,,,7
31.12|31.22|33.75|38.2|35.09,,,,,7
31.22|33.75|38.2|35.09|32.09,,,,,7
33.75|38.2|35.09|32.09|32.24,,,,,7
38.2|35.09|32.09|32.24|32.18,,,,,7
35.09|32.09|32.24|32.18|32.57,,,,,7
32.09|32.24|32.18|32.57|36.27,,,,,7
32.24|32.18|32.57|36.27|36.63,,,,,7
32.18|32.57|36.27|36.63|36.38,,,,,7
32.57|36.27|36.63|36.38|37.84,,,,,7
36.27|36.63|36.38|37.84|36.64,,,,,7
36.63|36.38|37.84|36.64|33.66,,,,,7
36.38|37.84|36.64|33.66|31.58,,,,,7
37.84|36.64|33.66|31.58|31.55,,,,,7
36.64|33.66|31.58|31.55|29.93,,,,,7
33.66|31.58|31.55|29.93|27.32,,,,,7
31.58|31.55|29.93|27.32|26.65,,,,,7
31.55|29.93|27.32|26.65|29.8,,,,,7
29.93|27.32|26.65|29.8|28.95,,,,,7
27.32|26.65|29.8|28.95|27.43,,,,,7
26.65|29.8|28.95|27.43|26.01,,,,,6
29.8|28.95|27.43|26.01|25.66,,,,,6
28.95|27.43|26.01|25.66|23.92,,,,,6
27.43|26.01|25.66|23.92|23.84,,,,,6
26.01|25.66|23.92|23.84|22.65,,,,,6
25.66|23.92|23.84|22.65|23.22,,,,,6
23.92|23.84|22.65|23.22|23.36,,,,,6
23.84|22.65|23.22|23.36|24.55,,,,,7
22.65|23.22|23.36|24.55|27.63,,,,,7
23.22|23.36|24.55|27.63|27.92,,,,,7
23.36|24.55|27.63|27.92|27.37,,,,,7
24.55|27.63|27.92|27.37|26.11,,,,,7
27.63|27.92|27.37|26.11|26.33,,,,,7
27.92|27.37|26.11|26.33|27.19,,,,,7
27.37|26.11|26.33|27.19|29.18,,,,,7
26.11|26.33|27.19|29.18|28.56,,,,,7
26.33|27.19|29.18|28.56|29.86,,,,,7
27.19|29.18|28.56|29.86|30.27,,,,,7
29.18|28.56|29.86|30.27|29.27,,,,,7
28.56|29.86|30.27|29.27|26.79,,,,,6
29.86|30.27|29.27|26.79|24.38,,,,,6
30.27|29.27|26.79|24.38|24.01,,,,,6
29.27|26.79|24.38|24.01|23.42,,,,,6
26.79|24.38|24.01|23.42|24.36,,,,,6
24.38|24.01|23.42|24.36|25.66,,,,,6
24.01|23.42|24.36|25.66|25.07,,,,,7
23.42|24.36|25.66|25.07|26.01,,,,,7
24.36|25.66|25.07|26.01|28.69,,,,,7
25.66|25.07|26.01|28.69|28.02,,,,,6
25.07|26.01|28.69|28.02|25.17,,,,,6
26.01|28.69|28.02|25.17|23.75,,,,,6
28.69|28.02|25.17|23.75|23.45,,,,,5
28.02|25.17|23.75|23.45|21.65,,,,,5
25.17|23.75|23.45|21.65|21.65,,,,,6
23.75|23.45|21.65|21.65|22.53,,,,,6
23.45|21.65|21.65|22.53|23.16,,,,,6
21.65|21.65|22.53|23.16|23.32,,,,,6
21.65|22.53|23.16|23.32|23.97,,,,,6
22.53|23.16|23.32|23.97|22.27,,,,,6
23.16|23.32|23.97|22.27|22.06,,,,,5
23.32|23.97|22.27|22.06|21.65,,,,,5
23.97|22.27|22.06|21.65|21.47,,,,,5
22.27|22.06|21.65|21.47|21.36,,,,,5
22.06|21.65|21.47|21.36|20.67,,,,,5
21.65|21.47|21.36|20.67|20.55,,,,,5
21.47|21.36|20.67|20.55|21.29,,,,,5
21.36|20.67|20.55|21.29|20.51,,,,,5
20.67|20.55|21.29|20.51|21.55,,,,,5
20.55|21.29|20.51|21.55|20.66,,,,,5
21.29|20.51|21.55|20.66|20.38,,,,,5
20.51|21.55|20.66|20.38|19.73,,,,,5
21.55|20.66|20.38|19.73|19.84,,,,,5
20.66|20.38|19.73|19.84|20.76,,,,,5
20.38|19.73|19.84|20.76|19.66,,,,,5
19.73|19.84|20.76|19.66|19.88,,,,,5
19.84|20.76|19.66|19.88|19,,,,,5
20.76|19.66|19.88|19|18.99,,,,,5
19.66|19.88|19|18.99|19.35,,,,,4
19.88|19|18.99|19.35|18.62,,,,,4
19|18.99|19.35|18.62|18.63,,,,,4
18.99|19.35|18.62|18.63|18.55,,,,,5
19.35|18.62|18.63|18.55|19.19,,,,,5
18.62|18.63|18.55|19.19|19.04,,,,,5
18.63|18.55|19.19|19.04|19.58,,,,,5
18.55|19.19|19.04|19.58|20.93,,,,,5
19.19|19.04|19.58|20.93|19.14,,,,,5
19.04|19.58|20.93|19.14|20.23,,,,,5
19.58|20.93|19.14|20.23|19.43,,,,,5
20.93|19.14|20.23|19.43|18.89,,,,,4
19.14|20.23|19.43|18.89|18.25,,,,,5
20.23|19.43|18.89|18.25|18.71,,,,,4
19.43|18.89|18.25|18.71|18.51,,,,,4
18.89|18.25|18.71|18.51|18.66,,,,,4
18.25|18.71|18.51|18.66|18.29,,,,,4
18.71|18.51|18.66|18.29|17.76,,,,,5
18.51|18.66|18.29|17.76|18.69,,,,,5
18.66|18.29|17.76|18.69|19.98,,,,,5
18.29|17.76|18.69|19.98|20.51,,,,,6
17.76|18.69|19.98|20.51|22.54,,,,,6
